,city,city_date,city_id,cloudiness,country,humidity,lat,lng,max_temp,wind_speed
317,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
318,Asau,11-05-2017,686090,90,RO,100,46.43,26.4,46.4,11.41
319,San Quintin,11-05-2017,3984997,0,MX,51,30.48,-115.95,71.07,9.75
320,Cabedelo,11-05-2017,3404558,40,BR,83,-6.98,-34.83,75.2,5.82
321,Barrow,11-05-2017,5880054,75,US,92,71.29,-156.79,28.4,6.93
322,Tuktoyaktuk,11-05-2017,6170031,90,CA,85,69.45,-133.04,14.0,10.29
323,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
324,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
325,Broome,11-05-2017,2075720,40,AU,74,-17.97,122.23,84.2,11.41
326,Roald,11-05-2017,3141667,40,NO,70,62.58,6.13,39.38,11.41
327,Saint-Georges,11-05-2017,6138282,92,CA,80,46.62,-72.66,46.36,10.09
328,Ola,11-05-2017,2122574,75,RU,85,59.58,151.28,15.8,8.95
329,Butaritari,11-05-2017,2110227,88,KI,100,3.07,172.79,82.59,14.12
330,Dalton,11-05-2017,1012080,92,ZA,94,-29.34,30.63,63.24,2.71
331,Krasnyy Bor,11-05-2017,541826,75,RU,93,59.68,30.67,41.0,6.71
332,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
333,Yellowknife,11-05-2017,6185377,75,CA,61,62.46,-114.35,12.2,8.05
334,Lakes Entrance,11-05-2017,2160735,88,AU,100,-37.88,147.98,53.16,4.16
335,Saint George,11-05-2017,5546220,1,US,32,37.1,-113.58,68.0,10.29
336,Castro,11-05-2017,3466704,76,BR,90,-24.79,-50.01,57.34,12.21
337,Lebu,11-05-2017,3883457,44,CL,95,-37.62,-73.65,56.26,11.43
338,Kodinsk,11-05-2017,1503037,76,RU,77,58.69,99.18,26.11,5.17
339,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
340,San Rafael del Sur,11-05-2017,3616594,20,NI,59,11.85,-86.44,89.6,4.7
341,Kembe,11-05-2017,238373,0,CF,93,4.62,21.89,68.41,2.71
342,La Palma,11-05-2017,5364022,75,US,64,33.85,-118.05,69.46,11.41
343,Puerto Narino,11-05-2017,3671387,75,CO,94,-3.77,-70.38,75.2,2.93
344,Srandakan,11-05-2017,1626493,12,ID,94,-7.94,110.25,77.82,4.05
345,Mount Gambier,11-05-2017,2156643,92,AU,69,-37.83,140.77,56.85,9.53
346,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
347,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
348,Atuona,11-05-2017,4020109,56,PF,100,-9.8,-139.03,80.29,13.0
349,Hithadhoo,11-05-2017,1282256,76,MV,100,-0.6,73.08,76.74,12.44
350,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
351,Khatanga,11-05-2017,2022572,76,RU,62,71.97,102.5,0.69,6.73
352,Bure,11-05-2017,341397,56,ET,72,10.7,37.07,53.56,2.48
353,Pascagoula,11-05-2017,4440397,1,US,78,30.37,-88.56,74.98,4.7
354,Riyadh,11-05-2017,108410,0,SA,30,24.69,46.72,69.8,3.36
355,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
356,Tuktoyaktuk,11-05-2017,6170031,90,CA,85,69.45,-133.04,14.0,10.29
357,Vaini,11-05-2017,4032243,75,TO,69,-21.2,-175.2,80.6,4.7
358,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
359,Geraldton,11-05-2017,2070998,0,AU,19,-28.77,114.6,78.8,20.8
360,Castro,11-05-2017,3466704,76,BR,90,-24.79,-50.01,57.34,12.21
361,Port Macquarie,11-05-2017,2152659,75,AU,93,-31.43,152.92,66.2,2.24
362,Hobart,11-05-2017,2163355,40,AU,46,-42.88,147.33,53.6,12.75
363,At-Bashi,11-05-2017,1528796,80,KG,100,41.17,75.81,23.14,2.93
364,Derzhavinsk,11-05-2017,1524606,64,KZ,100,51.1,66.32,33.04,9.19
365,Pisco,11-05-2017,3932145,0,PE,68,-13.7,-76.22,66.2,17.22
366,Upernavik,11-05-2017,3418910,68,GL,100,72.79,-56.15,19.09,28.66
367,Wewak,11-05-2017,2083537,40,PG,83,-3.55,143.63,80.6,3.04
368,Port Alfred,11-05-2017,964432,44,ZA,98,-33.59,26.89,63.51,16.58
369,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
370,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
371,Saint-Augustin,11-05-2017,6137462,36,CA,100,51.23,-58.65,32.23,17.02
372,Laguna,11-05-2017,5364271,1,US,44,38.42,-121.42,59.56,3.36
373,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
374,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
375,Roswell,11-05-2017,4219934,1,US,88,34.02,-84.36,72.34,3.36
376,Krasnyy Bor,11-05-2017,541826,75,RU,93,59.68,30.67,41.0,6.71
377,Butaritari,11-05-2017,2110227,88,KI,100,3.07,172.79,82.59,14.12
378,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
379,Bredasdorp,11-05-2017,1015776,8,ZA,59,-34.53,20.04,64.4,6.93
380,Los Llanos de Aridane,11-05-2017,2514651,24,ES,77,28.66,-17.92,68.0,12.75
381,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
382,Pevek,11-05-2017,2122090,44,RU,75,69.7,170.31,31.69,26.19
383,Vaini,11-05-2017,4032243,75,TO,69,-21.2,-175.2,80.6,4.7
384,Punta Arenas,11-05-2017,3874787,0,CL,58,-53.15,-70.92,55.4,11.41
385,Namatanai,11-05-2017,2090021,56,PG,100,-3.67,152.43,84.39,9.08
386,Hokitika,11-05-2017,2206894,88,NZ,87,-42.72,170.97,54.51,19.48
387,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
388,Alofi,11-05-2017,4036284,48,NU,69,-19.06,-169.92,80.6,14.99
389,Longyearbyen,11-05-2017,2729907,75,SJ,74,78.22,15.64,28.4,8.05
390,Meulaboh,11-05-2017,1214488,8,ID,100,4.14,96.13,77.68,5.61
391,Norman Wells,11-05-2017,6089245,75,CA,78,65.28,-126.83,15.8,3.36
392,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
393,Punta Arenas,11-05-2017,3874787,0,CL,58,-53.15,-70.92,55.4,11.41
394,Hilo,11-05-2017,5855927,90,US,69,19.73,-155.09,72.68,13.87
395,Fairbanks,11-05-2017,5861897,90,US,100,64.84,-147.72,26.1,1.48
396,Banjar,11-05-2017,1650232,20,ID,94,-8.19,114.97,78.8,1.12
397,Lobito,11-05-2017,3347939,88,AO,99,-12.35,13.55,70.66,2.59
398,Carnarvon,11-05-2017,2074865,0,AU,88,-24.87,113.63,74.22,11.77
399,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
400,Vila Franca do Campo,11-05-2017,3372472,20,PT,72,37.72,-25.43,62.6,4.7
401,Clyde River,11-05-2017,5924351,1,CA,69,70.47,-68.59,-7.61,8.05
402,Port Alfred,11-05-2017,964432,44,ZA,98,-33.59,26.89,63.51,16.58
403,Kapaa,11-05-2017,5848280,40,US,65,22.08,-159.32,80.4,16.11
404,New Norfolk,11-05-2017,2155415,40,AU,46,-42.78,147.06,53.6,12.75
405,Punta Arenas,11-05-2017,3874787,0,CL,58,-53.15,-70.92,55.4,11.41
406,Dikson,11-05-2017,1507390,80,RU,100,73.51,80.55,22.56,17.81
407,Cabedelo,11-05-2017,3404558,40,BR,83,-6.98,-34.83,75.2,5.82
408,Hermanus,11-05-2017,3366880,80,ZA,93,-34.42,19.23,54.6,4.16
409,Cherskiy,11-05-2017,2126199,88,RU,76,68.75,161.3,33.72,10.09
410,Huambo,11-05-2017,3348313,24,AO,93,-12.78,15.74,56.17,2.37
411,Blagoveshchenka,11-05-2017,1509999,88,RU,87,52.83,79.87,34.44,11.1
412,Barenburg,11-05-2017,2952767,0,DE,86,52.62,8.8,41.49,4.7
413,Bluff,11-05-2017,2206939,36,NZ,100,-46.6,168.33,51.22,22.84
414,Aura,11-05-2017,660874,92,FI,100,60.62,22.58,48.2,8.05
415,New Norfolk,11-05-2017,2155415,40,AU,46,-42.78,147.06,53.6,12.75
416,Esperance,11-05-2017,2071860,12,AU,64,-33.87,121.9,61.62,11.1
417,Port Hedland,11-05-2017,2063042,0,AU,83,-20.32,118.57,80.6,13.87
418,Camacha,11-05-2017,2270385,40,PT,64,33.08,-16.33,68.0,10.29
419,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
420,Betanzos,11-05-2017,3128071,40,ES,100,43.28,-8.21,49.03,2.24
421,Upernavik,11-05-2017,3418910,68,GL,100,72.79,-56.15,19.09,28.66
422,Norman Wells,11-05-2017,6089245,75,CA,78,65.28,-126.83,15.8,3.36
423,San Juan,11-05-2017,3929520,0,PE,97,-15.37,-75.16,59.55,10.2
424,Grindavik,11-05-2017,3416888,90,IS,93,63.84,-22.43,38.25,17.22
425,Weligama,11-05-2017,1223738,88,LK,100,5.97,80.42,76.24,7.96
426,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
427,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
428,Puerto Ayora,11-05-2017,3652764,75,EC,68,-0.74,-90.35,71.6,18.34
429,West Arnhem,11-05-2017,7839412,0,AU,49,-12.39,133.38,87.13,10.42
430,Tabas,11-05-2017,113659,0,IR,72,33.6,56.92,50.41,2.71
431,Saint-Philippe,11-05-2017,935215,0,RE,49,-21.36,55.77,68.0,8.05
432,Funtua,11-05-2017,2342490,0,NG,51,11.52,7.31,64.41,5.06
433,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
434,Nanortalik,11-05-2017,3421765,0,GL,96,60.14,-45.24,31.92,53.15
435,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
436,Mizdah,11-05-2017,2214827,0,LY,76,31.45,12.98,49.51,5.61
437,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
438,Waingapu,11-05-2017,1622318,12,ID,81,-9.66,120.26,80.56,4.05
439,Saint-Philippe,11-05-2017,935215,0,RE,49,-21.36,55.77,68.0,8.05
440,Arraial do Cabo,11-05-2017,3471451,92,BR,100,-22.97,-42.03,71.61,13.0
441,Ulaangom,11-05-2017,1515029,0,MN,83,49.98,92.07,-3.59,2.15
442,Kavieng,11-05-2017,2094342,92,PG,100,-2.57,150.8,85.33,8.75
443,Atuona,11-05-2017,4020109,56,PF,100,-9.8,-139.03,80.29,13.0
444,Castro,11-05-2017,3466704,76,BR,90,-24.79,-50.01,57.34,12.21
445,Leningradskiy,11-05-2017,2123814,48,RU,97,69.38,178.42,28.18,21.61
446,Deputatskiy,11-05-2017,2028164,76,RU,80,69.3,139.9,-5.93,4.38
447,Sorong,11-05-2017,1626542,56,ID,100,-0.88,131.25,80.83,3.71
448,Atuona,11-05-2017,4020109,56,PF,100,-9.8,-139.03,80.29,13.0
449,Georgetown,11-05-2017,3378644,20,GY,83,6.8,-58.16,80.6,9.17
450,Isangel,11-05-2017,2136825,92,VU,100,-19.55,169.27,77.77,3.71
451,Ostrovnoy,11-05-2017,556268,64,RU,92,68.05,39.51,24.58,8.97
452,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
453,Labuhan,11-05-2017,8079926,12,ID,100,-6.88,112.21,83.71,8.63
454,Vanavara,11-05-2017,2013727,76,RU,72,60.34,102.28,21.43,4.05
455,Sistranda,11-05-2017,3139597,40,NO,75,63.73,8.83,42.8,16.11
456,Khatanga,11-05-2017,2022572,76,RU,62,71.97,102.5,0.69,6.73
457,Butaritari,11-05-2017,2110227,88,KI,100,3.07,172.79,82.59,14.12
458,Portland,11-05-2017,5746545,75,US,53,45.52,-122.68,50.52,11.41
459,Notse,11-05-2017,2364752,0,TG,87,6.95,1.17,73.14,3.71
460,Cidreira,11-05-2017,3466165,0,BR,78,-30.18,-50.21,60.31,9.08
461,Hermanus,11-05-2017,3366880,80,ZA,93,-34.42,19.23,54.6,4.16
462,Amparihy,11-05-2017,1078317,75,MG,94,-25.02,46.97,68.0,13.87
463,East London,11-05-2017,1006984,8,ZA,100,-33.02,27.91,66.16,19.6
464,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
465,Arriaga,11-05-2017,3816739,0,MX,60,16.23,-93.9,82.59,14.0
466,Western Province,11-05-2017,896140,0,ZM,36,-15.0,24.0,69.31,6.96
467,Ranong,11-05-2017,1150965,0,TH,100,9.97,98.63,76.69,11.65
468,Kloulklubed,11-05-2017,7671223,90,PW,88,7.04,134.26,80.6,6.73
469,Qaanaaq,11-05-2017,3831208,8,GL,100,77.48,-69.36,-6.74,8.08
470,New Norfolk,11-05-2017,2155415,40,AU,46,-42.78,147.06,53.6,12.75
471,Punta Arenas,11-05-2017,3874787,0,CL,58,-53.15,-70.92,55.4,11.41
472,Tiksi,11-05-2017,2015306,44,RU,74,71.69,128.87,-24.97,3.38
473,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
474,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
475,Gambela,11-05-2017,337405,8,ET,96,8.25,34.58,59.37,3.71
476,Varnek,11-05-2017,1487762,8,RU,81,69.71,60.05,34.35,21.72
477,Butaritari,11-05-2017,2110227,88,KI,100,3.07,172.79,82.59,14.12
478,Severo-Kurilsk,11-05-2017,2121385,80,RU,100,50.68,156.12,34.26,17.02
479,Atuona,11-05-2017,4020109,56,PF,100,-9.8,-139.03,80.29,13.0
480,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
481,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
482,Saint-Philippe,11-05-2017,935215,0,RE,49,-21.36,55.77,68.0,8.05
483,Takoradi,11-05-2017,2294915,48,GH,100,4.88,-1.76,79.03,7.74
484,Severo-Kurilsk,11-05-2017,2121385,80,RU,100,50.68,156.12,34.26,17.02
485,Xinzhou,11-05-2017,1788457,92,CN,94,24.87,105.35,54.73,2.15
486,Barrow,11-05-2017,5880054,75,US,92,71.29,-156.79,28.4,6.93
487,Cape Town,11-05-2017,3369157,0,ZA,77,-33.93,18.42,60.8,28.86
488,Beloha,11-05-2017,1067565,0,MG,82,-25.17,45.05,64.32,11.99
489,Thompson,11-05-2017,6165406,90,CA,78,55.74,-97.86,17.6,10.29
490,Constitucion,11-05-2017,3893726,88,CL,97,-35.33,-72.42,56.71,6.62
491,Porto Novo,11-05-2017,3374336,20,CV,73,17.02,-25.06,77.0,19.46
492,North Bend,11-05-2017,5742974,90,US,87,43.41,-124.22,49.23,3.36
493,Tessalit,11-05-2017,2449893,0,ML,40,20.2,1.01,57.66,3.15
494,Bluff,11-05-2017,2206939,36,NZ,100,-46.6,168.33,51.22,22.84
495,Harper,11-05-2017,2276492,76,LR,100,4.38,-7.72,77.82,6.17
496,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
497,Tilichiki,11-05-2017,2120591,88,RU,89,60.47,166.1,35.02,17.02
498,Hermanus,11-05-2017,3366880,80,ZA,93,-34.42,19.23,54.6,4.16
499,Kapaa,11-05-2017,5848280,40,US,65,22.08,-159.32,80.4,16.11
500,Riyadh,11-05-2017,108410,0,SA,30,24.69,46.72,69.8,3.36
501,Norman Wells,11-05-2017,6089245,75,CA,78,65.28,-126.83,15.8,3.36
502,Carnarvon,11-05-2017,2074865,0,AU,88,-24.87,113.63,74.22,11.77
503,Atuona,11-05-2017,4020109,56,PF,100,-9.8,-139.03,80.29,13.0
504,Rudnik,11-05-2017,1544819,44,RU,71,69.75,61.65,33.36,17.58
505,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
506,Puerto Ayora,11-05-2017,3652764,75,EC,68,-0.74,-90.35,71.6,18.34
507,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
508,Polyarnyye Zori,11-05-2017,506762,92,RU,92,67.37,32.5,33.13,3.6
509,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
510,Chuy,11-05-2017,3443061,0,UY,82,-33.7,-53.46,59.46,10.98
511,Varnek,11-05-2017,1487762,8,RU,81,69.71,60.05,34.35,21.72
512,Hovd,11-05-2017,1516048,0,MN,76,48.01,91.64,13.11,4.5
513,Hermanus,11-05-2017,3366880,80,ZA,93,-34.42,19.23,54.6,4.16
514,Panaba,11-05-2017,3521972,76,MX,67,21.28,-88.27,77.59,6.96
515,Aswan,11-05-2017,359792,0,EG,34,24.09,32.91,66.2,8.05
516,Saint-Philippe,11-05-2017,935215,0,RE,49,-21.36,55.77,68.0,8.05
517,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
518,Kichmengskiy Gorodok,11-05-2017,548791,92,RU,93,59.98,45.79,37.5,6.51
519,Lata,11-05-2017,2738381,0,PT,81,40.16,-8.33,53.6,3.36
520,Basco,11-05-2017,1726449,92,PH,100,20.45,121.97,80.47,21.5
521,Bandarbeyla,11-05-2017,64814,56,SO,100,9.49,50.81,78.45,17.13
522,Richards Bay,11-05-2017,962367,64,ZA,100,-28.78,32.04,65.62,4.05
523,Nizhnekamsk,11-05-2017,521118,90,RU,92,55.64,51.82,30.2,6.71
524,Ojinaga,11-05-2017,3994469,0,MX,21,29.57,-104.42,80.07,2.59
525,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
526,Amparihy,11-05-2017,1078317,75,MG,94,-25.02,46.97,68.0,13.87
527,Kolondieba,11-05-2017,2454934,20,ML,56,11.09,-6.89,74.44,8.52
528,Horta (Angústias),11-05-2017,8013523,40,PT,82,38.53,-28.64,66.2,6.93
529,Yumen,11-05-2017,1528998,20,CN,91,40.28,97.2,36.51,10.65
530,Souillac,11-05-2017,933995,40,MU,68,-20.52,57.52,71.6,5.82
531,Nizhnekamsk,11-05-2017,521118,90,RU,92,55.64,51.82,30.2,6.71
532,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
533,Hobart,11-05-2017,2163355,40,AU,46,-42.88,147.33,53.6,12.75
534,Ballina,11-05-2017,2177069,92,AU,100,-28.87,153.57,69.9,1.14
535,Namibe,11-05-2017,3347019,20,AO,99,-15.2,12.15,74.85,5.61
536,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
537,Arraial do Cabo,11-05-2017,3471451,92,BR,100,-22.97,-42.03,71.61,13.0
538,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
539,Hornepayne,11-05-2017,5977046,88,CA,100,49.21,-84.77,34.12,5.61
540,Coquimbo,11-05-2017,3893629,0,CL,77,-29.95,-71.34,60.8,5.82
541,Grande Riviere Sud Est,11-05-2017,934475,40,MU,68,-20.29,57.78,71.6,5.82
542,Kapaa,11-05-2017,5848280,40,US,65,22.08,-159.32,80.4,16.11
543,Sitka,11-05-2017,5557293,1,US,55,57.05,-135.33,42.17,4.94
544,Amparihy,11-05-2017,1078317,75,MG,94,-25.02,46.97,68.0,13.87
545,Bluff,11-05-2017,2206939,36,NZ,100,-46.6,168.33,51.22,22.84
546,Ust-Nera,11-05-2017,2120048,88,RU,98,64.57,143.2,-11.56,2.48
547,Saskylakh,11-05-2017,2017155,64,RU,37,71.92,114.08,-2.92,5.5
548,Roebourne,11-05-2017,2062276,0,AU,29,-20.78,117.13,96.76,4.61
549,Lourdes,11-05-2017,2997395,75,FR,81,43.1,-0.05,43.65,9.17
550,Kapaa,11-05-2017,5848280,40,US,65,22.08,-159.32,80.4,16.11
551,Nanortalik,11-05-2017,3421765,0,GL,96,60.14,-45.24,31.92,53.15
552,Thinadhoo,11-05-2017,1337610,64,MV,100,0.53,72.93,80.38,12.55
553,Geraldton,11-05-2017,2070998,0,AU,19,-28.77,114.6,78.8,20.8
554,Bethel,11-05-2017,5282297,90,US,93,41.37,-73.41,55.4,3.36
555,Dunedin,11-05-2017,2191562,64,NZ,53,-45.87,170.5,53.38,14.23
556,Taksimo,11-05-2017,2015701,36,RU,52,56.34,114.88,15.67,4.16
557,New Norfolk,11-05-2017,2155415,40,AU,46,-42.78,147.06,53.6,12.75
558,Deputatskiy,11-05-2017,2028164,76,RU,80,69.3,139.9,-5.93,4.38
559,Birobidzhan,11-05-2017,2026643,0,RU,75,48.8,132.95,31.65,8.41
560,Mount Isa,11-05-2017,2065594,0,AU,40,-20.73,139.5,87.8,9.17
561,Kashechewan,11-05-2017,5989520,64,CA,77,52.3,-81.62,37.99,10.54
562,Callaway,11-05-2017,4149635,1,US,65,30.15,-85.57,76.91,6.93
563,Jamestown,11-05-2017,5122534,90,US,100,42.1,-79.24,56.61,11.41
564,Leh,11-05-2017,1264976,36,IN,46,34.17,77.58,-3.73,0.36
565,Cassilandia,11-05-2017,3466750,32,BR,89,-19.11,-51.73,72.87,5.61
566,Bredasdorp,11-05-2017,1015776,8,ZA,59,-34.53,20.04,64.4,6.93
567,Butaritari,11-05-2017,2110227,88,KI,100,3.07,172.79,82.59,14.12
568,Juba,11-05-2017,373303,24,SS,92,4.85,31.58,68.77,5.06
569,Sault Sainte Marie,11-05-2017,5009004,90,US,87,46.5,-84.35,43.43,21.92
570,Saint-Philippe,11-05-2017,935215,0,RE,49,-21.36,55.77,68.0,8.05
571,Bredasdorp,11-05-2017,1015776,8,ZA,59,-34.53,20.04,64.4,6.93
572,Sharhorod,11-05-2017,694350,32,UA,95,48.74,28.09,38.67,10.76
573,Bathsheba,11-05-2017,3374083,40,BB,88,13.22,-59.52,80.6,14.99
574,Opotiki,11-05-2017,2208332,36,NZ,95,-38.08,177.28,61.39,13.44
575,Jinhua,11-05-2017,2045485,8,CN,91,41.43,128.03,34.35,3.94
576,Namatanai,11-05-2017,2090021,56,PG,100,-3.67,152.43,84.39,9.08
577,Choix,11-05-2017,4014109,0,MX,28,26.71,-108.32,85.74,2.15
578,Bambous Virieux,11-05-2017,1106677,40,MU,68,-20.34,57.76,71.6,5.82
579,Horasan,11-05-2017,745527,88,TR,100,40.05,42.17,21.34,4.5
580,Atuona,11-05-2017,4020109,56,PF,100,-9.8,-139.03,80.29,13.0
581,Beringovskiy,11-05-2017,2126710,76,RU,93,63.05,179.32,36.87,23.06
582,Lata,11-05-2017,2738381,0,PT,81,40.16,-8.33,53.6,3.36
583,Mar del Plata,11-05-2017,3430863,0,AR,77,-38.0,-57.56,60.8,3.36
584,Santa Cruz,11-05-2017,1688253,40,PH,100,14.28,121.42,80.6,5.82
585,Hofn,11-05-2017,2630299,92,IS,100,64.25,-15.21,40.2,34.58
586,Adrar,11-05-2017,2508813,0,DZ,13,27.87,-0.29,73.4,2.71
587,Mu??faz?at ?am?h,11-05-2017,170015,0,SY,97,35.17,37.25,46.18,6.17
588,New Norfolk,11-05-2017,2155415,40,AU,46,-42.78,147.06,53.6,12.75
589,Hasaki,11-05-2017,2112802,20,JP,87,35.73,140.83,42.01,4.7
590,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
591,Sadovo,11-05-2017,727479,0,BG,100,42.13,24.93,35.6,2.24
592,Tuktoyaktuk,11-05-2017,6170031,90,CA,85,69.45,-133.04,14.0,10.29
593,Acapulco de Juarez,11-05-2017,3533462,5,MX,79,16.86,-99.89,86.0,9.17
594,Rehnan,11-05-2017,418521,0,IR,41,32.68,51.6,41.0,4.7
595,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
596,Barenburg,11-05-2017,2952767,0,DE,86,52.62,8.8,41.49,4.7
597,Valdivia,11-05-2017,3868707,20,CL,72,-39.81,-73.25,60.8,5.82
598,Touggourt,11-05-2017,2475475,20,DZ,45,33.11,6.06,64.4,5.82
599,Le Port,11-05-2017,935616,0,RE,56,-20.94,55.29,68.0,8.05
600,Hobart,11-05-2017,2163355,40,AU,46,-42.88,147.33,53.6,12.75
601,Qaanaaq,11-05-2017,3831208,8,GL,100,77.48,-69.36,-6.74,8.08
602,Sumkino,11-05-2017,1490655,80,RU,89,58.11,68.32,27.73,7.63
603,Mount Gambier,11-05-2017,2156643,92,AU,69,-37.83,140.77,56.85,9.53
604,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
605,Key Largo,11-05-2017,4160795,1,US,83,25.09,-80.45,77.85,4.7
606,Grand Gaube,11-05-2017,934479,40,MU,68,-20.01,57.66,71.6,5.82
607,Avarua,11-05-2017,4035715,90,CK,83,-21.21,-159.78,77.0,13.87
608,Jamestown,11-05-2017,5122534,90,US,100,42.1,-79.24,56.61,11.41
609,Hithadhoo,11-05-2017,1282256,76,MV,100,-0.6,73.08,76.74,12.44
610,Barrow,11-05-2017,5880054,75,US,92,71.29,-156.79,28.4,6.93
611,Bathsheba,11-05-2017,3374083,40,BB,88,13.22,-59.52,80.6,14.99
612,Tsiombe,11-05-2017,1054500,0,MG,88,-25.3,45.48,63.73,8.97
613,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
614,Hasaki,11-05-2017,2112802,20,JP,87,35.73,140.83,42.01,4.7
615,Leningradskiy,11-05-2017,2123814,48,RU,97,69.38,178.42,28.18,21.61
616,Jamestown,11-05-2017,5122534,90,US,100,42.1,-79.24,56.61,11.41
617,High Level,11-05-2017,5975004,90,CA,67,58.52,-117.14,17.6,5.82
618,Kodiak,11-05-2017,5866583,90,US,86,57.79,-152.41,39.2,12.75
619,Tasiilaq,11-05-2017,3424607,20,GL,100,65.61,-37.64,33.76,65.79
620,Hobart,11-05-2017,2163355,40,AU,46,-42.88,147.33,53.6,12.75
621,Ponta Delgada,11-05-2017,3372783,20,PT,72,37.73,-25.67,62.6,4.7
622,Nouadhibou,11-05-2017,2377457,44,MR,68,20.93,-17.03,69.8,12.75
623,Carnarvon,11-05-2017,2074865,0,AU,88,-24.87,113.63,74.22,11.77
624,Severo-Kurilsk,11-05-2017,2121385,80,RU,100,50.68,156.12,34.26,17.02
625,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
626,Namtsy,11-05-2017,2019488,20,RU,81,62.72,129.67,-26.63,8.19
627,Punta Arenas,11-05-2017,3874787,0,CL,58,-53.15,-70.92,55.4,11.41
628,Rio Gallegos,11-05-2017,3838859,20,AR,47,-51.62,-69.22,59.0,18.34
629,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
630,Hermanus,11-05-2017,3366880,80,ZA,93,-34.42,19.23,54.6,4.16
631,Chesma,11-05-2017,1507926,0,RU,93,53.81,60.65,17.11,9.42
632,Amparihy,11-05-2017,1078317,75,MG,94,-25.02,46.97,68.0,13.87
633,Klaksvik,11-05-2017,2618795,68,FO,80,62.23,-6.59,30.2,16.24
634,East London,11-05-2017,1006984,8,ZA,100,-33.02,27.91,66.16,19.6
635,Puerto Ayora,11-05-2017,3652764,75,EC,68,-0.74,-90.35,71.6,18.34
636,Katsuura,11-05-2017,2112309,20,JP,58,35.13,140.3,53.6,5.82
637,Yermakovskoye,11-05-2017,1485904,0,RU,66,53.28,92.4,22.11,2.48
638,Lithakia,11-05-2017,258241,75,GR,71,37.72,20.83,55.4,9.64
