,city,city_date,city_id,cloudiness,country,humidity,lat,lng,max_temp,wind_speed
639,Port-Cartier,11-05-2017,6111696,90,CA,55,50.03,-66.87,35.6,13.87
640,Teriberka,11-05-2017,483379,64,RU,100,69.16,35.15,18.96,7.07
641,Alihe,11-05-2017,2038665,0,CN,69,50.57,123.72,20.44,4.61
642,Punta Arenas,11-05-2017,3874787,0,CL,58,-53.15,-70.92,55.4,11.41
643,Loikaw,11-05-2017,1313479,0,MM,77,19.67,97.21,61.62,2.15
644,Saint-Francois,11-05-2017,2980080,0,FR,93,46.42,3.91,35.6,4.7
645,Hobart,11-05-2017,2163355,40,AU,46,-42.88,147.33,53.6,12.75
646,Yar-Sale,11-05-2017,1486321,44,RU,94,66.83,70.83,30.12,16.69
647,Aura,11-05-2017,660874,92,FI,100,60.62,22.58,48.2,8.05
648,Bredasdorp,11-05-2017,1015776,8,ZA,59,-34.53,20.04,64.4,6.93
649,Kruisfontein,11-05-2017,986717,100,ZA,99,-34.0,24.73,61.17,20.04
650,Coihaique,11-05-2017,3894426,75,CL,42,-45.58,-72.07,63.09,1.12
651,Ponta do Sol,11-05-2017,2264557,75,PT,64,32.67,-17.1,68.0,18.34
652,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
653,Itumbiara,11-05-2017,3460522,92,BR,98,-18.42,-49.22,68.68,6.73
654,Kidal,11-05-2017,2455290,0,ML,45,18.44,1.41,58.74,5.06
655,Hermanus,11-05-2017,3366880,80,ZA,93,-34.42,19.23,54.6,4.16
656,Belle Fourche,11-05-2017,5762718,1,US,86,44.67,-103.85,32.13,11.41
657,Pontianak,11-05-2017,1630789,20,ID,88,-0.03,109.33,77.0,5.5
658,Valparaiso,11-05-2017,3868626,0,CL,82,-33.04,-71.63,62.4,8.05
659,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
660,Amparihy,11-05-2017,1078317,75,MG,94,-25.02,46.97,68.0,13.87
661,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
662,Saint Anthony,11-05-2017,5044290,90,US,68,45.02,-93.22,30.69,16.11
663,Yumen,11-05-2017,1528998,20,CN,91,40.28,97.2,36.51,10.65
664,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
665,New Norfolk,11-05-2017,2155415,40,AU,46,-42.78,147.06,53.6,12.75
666,Ketchikan,11-05-2017,5554428,1,US,33,55.34,-131.65,43.41,4.7
667,Saint-Georges,11-05-2017,6138282,92,CA,80,46.62,-72.66,46.36,10.09
668,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
669,Mar del Plata,11-05-2017,3430863,0,AR,77,-38.0,-57.56,60.8,3.36
670,Mar del Plata,11-05-2017,3430863,0,AR,77,-38.0,-57.56,60.8,3.36
671,Bam,11-05-2017,141736,0,IR,57,29.11,58.36,47.71,4.61
672,Cape Town,11-05-2017,3369157,0,ZA,77,-33.93,18.42,60.8,28.86
673,Leningradskiy,11-05-2017,2123814,48,RU,97,69.38,178.42,28.18,21.61
674,Barra Patuca,11-05-2017,3614835,68,HN,97,15.8,-84.28,79.71,15.57
675,Cidreira,11-05-2017,3466165,0,BR,78,-30.18,-50.21,60.31,9.08
676,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
677,Hithadhoo,11-05-2017,1282256,76,MV,100,-0.6,73.08,76.74,12.44
678,Katsuura,11-05-2017,2112309,20,JP,58,35.13,140.3,53.6,5.82
679,Chuy,11-05-2017,3443061,0,UY,82,-33.7,-53.46,59.46,10.98
680,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
681,Jamestown,11-05-2017,5122534,90,US,100,42.1,-79.24,56.61,11.41
682,Port Macquarie,11-05-2017,2152659,75,AU,93,-31.43,152.92,66.2,2.24
683,Karwar,11-05-2017,1267635,0,IN,73,14.8,74.13,77.46,4.16
684,Victoria,11-05-2017,6174041,75,CA,41,48.43,-123.37,40.98,6.93
685,Nanortalik,11-05-2017,3421765,0,GL,96,60.14,-45.24,31.92,53.15
686,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
687,Victoria,11-05-2017,6174041,75,CA,41,48.43,-123.37,40.98,6.93
688,Broome,11-05-2017,2075720,40,AU,74,-17.97,122.23,84.2,11.41
689,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
690,Port Alfred,11-05-2017,964432,44,ZA,98,-33.59,26.89,63.51,16.58
691,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
692,Hasaki,11-05-2017,2112802,20,JP,87,35.73,140.83,42.01,4.7
693,Kudachi,11-05-2017,1265811,0,IN,84,16.63,74.85,67.78,7.63
694,Saint-Augustin,11-05-2017,6137462,36,CA,100,51.23,-58.65,32.23,17.02
695,Lebu,11-05-2017,3883457,44,CL,95,-37.62,-73.65,56.26,11.43
696,Anadyr,11-05-2017,2127202,90,RU,74,64.75,177.48,35.6,24.61
697,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
698,Pemangkat,11-05-2017,1631637,12,ID,95,1.17,108.97,79.12,3.38
699,Awbari,11-05-2017,2219235,0,LY,49,26.59,12.78,45.37,2.71
700,Mahebourg,11-05-2017,934322,40,MU,68,-20.41,57.7,71.6,5.82
701,Gombong,11-05-2017,1643920,12,ID,95,-7.61,109.51,79.57,4.5
702,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
703,Rudnik,11-05-2017,1544819,44,RU,71,69.75,61.65,33.36,17.58
704,Katsuura,11-05-2017,2112309,20,JP,58,35.13,140.3,53.6,5.82
705,Yokote,11-05-2017,2110506,75,JP,81,39.3,140.57,47.48,6.93
706,Oriximina,11-05-2017,3393471,0,BR,48,-1.77,-55.87,89.52,6.4
707,Maniitsoq,11-05-2017,3421982,68,GL,100,65.42,-52.9,20.4,16.46
708,East London,11-05-2017,1006984,8,ZA,100,-33.02,27.91,66.16,19.6
709,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
710,Barenburg,11-05-2017,2952767,0,DE,86,52.62,8.8,41.49,4.7
711,Ancud,11-05-2017,3899695,92,CL,99,-41.87,-73.82,53.74,2.15
712,Horta (Angústias),11-05-2017,8013523,40,PT,82,38.53,-28.64,66.2,6.93
713,Ghatal,11-05-2017,1271346,0,IN,90,22.67,87.72,65.98,2.71
714,Ostrovnoy,11-05-2017,556268,64,RU,92,68.05,39.51,24.58,8.97
715,Thompson,11-05-2017,6165406,90,CA,78,55.74,-97.86,17.6,10.29
716,Shimoda,11-05-2017,1852357,0,JP,100,34.67,138.95,66.84,11.1
717,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
718,Vao,11-05-2017,2137773,32,NC,100,-22.67,167.48,73.77,17.81
719,Aflou,11-05-2017,2508737,36,DZ,81,34.11,2.1,47.76,11.65
720,Altamira,11-05-2017,3407882,20,BR,78,-3.2,-52.21,80.6,5.95
721,Puerto Ayora,11-05-2017,3652764,75,EC,68,-0.74,-90.35,71.6,18.34
722,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
723,Iqaluit,11-05-2017,5983720,20,CA,77,63.75,-68.51,3.2,5.82
724,Yulara,11-05-2017,6355222,0,AU,37,-25.24,130.99,71.6,11.41
725,Longyearbyen,11-05-2017,2729907,75,SJ,74,78.22,15.64,28.4,8.05
726,Tres Lagoas,11-05-2017,3446098,92,BR,100,-20.75,-51.68,71.47,2.04
727,Jamestown,11-05-2017,5122534,90,US,100,42.1,-79.24,56.61,11.41
728,Sungairaya,11-05-2017,1625908,0,ID,89,0.7,108.9,78.81,3.49
729,Kapaa,11-05-2017,5848280,40,US,65,22.08,-159.32,80.4,16.11
730,Barrow,11-05-2017,5880054,75,US,92,71.29,-156.79,28.4,6.93
731,Bardiyah,11-05-2017,80509,8,LY,100,31.76,25.09,61.71,0.92
732,Ilulissat,11-05-2017,3423146,8,GL,78,69.22,-51.1,17.6,5.82
733,Port Shepstone,11-05-2017,964406,36,ZA,98,-30.74,30.45,67.47,5.61
734,Iralaya,11-05-2017,3608828,92,HN,98,15.0,-83.23,78.81,11.21
735,Butaritari,11-05-2017,2110227,88,KI,100,3.07,172.79,82.59,14.12
736,Pavilosta,11-05-2017,456827,92,LV,93,56.89,21.19,42.75,6.93
737,Pevek,11-05-2017,2122090,44,RU,75,69.7,170.31,31.69,26.19
738,Port Hedland,11-05-2017,2063042,0,AU,83,-20.32,118.57,80.6,13.87
739,Oparino,11-05-2017,515175,92,RU,92,59.85,48.28,36.69,5.5
740,Hilo,11-05-2017,5855927,90,US,69,19.73,-155.09,72.68,13.87
741,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
742,New Norfolk,11-05-2017,2155415,40,AU,46,-42.78,147.06,53.6,12.75
743,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
744,Mount Gambier,11-05-2017,2156643,92,AU,69,-37.83,140.77,56.85,9.53
745,Balapur,11-05-2017,1445310,40,IN,93,17.31,78.48,66.2,3.36
746,Fortuna,11-05-2017,5563839,90,US,87,40.6,-124.16,51.15,5.82
747,Kibre Mengist,11-05-2017,333103,100,ET,91,5.88,38.98,58.74,2.15
748,Holalkere,11-05-2017,1269990,88,IN,99,14.03,76.18,69.0,8.63
749,Olinda,11-05-2017,3393536,40,BR,74,-8.01,-34.86,78.8,6.93
750,Gornopravdinsk,11-05-2017,1506268,88,RU,90,60.05,69.9,29.08,10.98
751,Port Blair,11-05-2017,1259385,32,IN,100,11.67,92.75,82.81,14.45
752,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
753,Isangel,11-05-2017,2136825,92,VU,100,-19.55,169.27,77.77,3.71
754,Vaini,11-05-2017,4032243,75,TO,69,-21.2,-175.2,80.6,4.7
755,Faanui,11-05-2017,4034551,80,PF,100,-16.48,-151.75,78.45,6.4
756,Vaini,11-05-2017,4032243,75,TO,69,-21.2,-175.2,80.6,4.7
757,Torbay,11-05-2017,6167817,20,CA,63,47.67,-52.73,28.4,5.82
758,Lebu,11-05-2017,3883457,44,CL,95,-37.62,-73.65,56.26,11.43
759,Khatanga,11-05-2017,2022572,76,RU,62,71.97,102.5,0.69,6.73
760,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
761,Amparihy,11-05-2017,1078317,75,MG,94,-25.02,46.97,68.0,13.87
762,Tuatapere,11-05-2017,2180815,32,NZ,100,-46.13,167.68,48.97,16.24
763,Grootfontein,11-05-2017,3357114,0,NA,29,-19.57,18.12,64.72,7.74
764,Plettenberg Bay,11-05-2017,964712,48,ZA,100,-34.05,23.37,61.21,18.81
765,Mahebourg,11-05-2017,934322,40,MU,68,-20.41,57.7,71.6,5.82
766,Coquimbo,11-05-2017,3893629,0,CL,77,-29.95,-71.34,60.8,5.82
767,Tsiombe,11-05-2017,1054500,0,MG,88,-25.3,45.48,63.73,8.97
768,Bluff,11-05-2017,2206939,36,NZ,100,-46.6,168.33,51.22,22.84
769,Namatanai,11-05-2017,2090021,56,PG,100,-3.67,152.43,84.39,9.08
770,Tezpur,11-05-2017,1254710,0,IN,80,26.63,92.8,57.21,2.15
771,Mar del Plata,11-05-2017,3430863,0,AR,77,-38.0,-57.56,60.8,3.36
772,Cape Town,11-05-2017,3369157,0,ZA,77,-33.93,18.42,60.8,28.86
773,Hobart,11-05-2017,2163355,40,AU,46,-42.88,147.33,53.6,12.75
774,Port Alfred,11-05-2017,964432,44,ZA,98,-33.59,26.89,63.51,16.58
775,Faanui,11-05-2017,4034551,80,PF,100,-16.48,-151.75,78.45,6.4
776,Vao,11-05-2017,2137773,32,NC,100,-22.67,167.48,73.77,17.81
777,Saint-Philippe,11-05-2017,935215,0,RE,49,-21.36,55.77,68.0,8.05
778,Tual,11-05-2017,1623197,0,ID,100,-5.67,132.75,83.44,10.98
779,Narsaq,11-05-2017,3421719,0,GL,36,60.92,-46.05,30.2,16.11
780,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
781,Lagoa,11-05-2017,3372964,76,PT,100,39.05,-27.98,67.47,17.13
782,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
783,Avarua,11-05-2017,4035715,90,CK,83,-21.21,-159.78,77.0,13.87
784,Butaritari,11-05-2017,2110227,88,KI,100,3.07,172.79,82.59,14.12
785,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
786,Bredasdorp,11-05-2017,1015776,8,ZA,59,-34.53,20.04,64.4,6.93
787,Saint George,11-05-2017,5546220,1,US,32,37.1,-113.58,68.0,10.29
788,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
789,Cape Town,11-05-2017,3369157,0,ZA,77,-33.93,18.42,60.8,28.86
790,Victoria,11-05-2017,6174041,75,CA,41,48.43,-123.37,40.98,6.93
791,Ponta do Sol,11-05-2017,2264557,75,PT,64,32.67,-17.1,68.0,18.34
792,Narsaq,11-05-2017,3421719,0,GL,36,60.92,-46.05,30.2,16.11
793,Tuatapere,11-05-2017,2180815,32,NZ,100,-46.13,167.68,48.97,16.24
794,Hobart,11-05-2017,2163355,40,AU,46,-42.88,147.33,53.6,12.75
795,Bur Safajah,11-05-2017,358620,0,EG,37,26.73,33.94,68.0,11.41
796,Narsaq,11-05-2017,3421719,0,GL,36,60.92,-46.05,30.2,16.11
797,Nyimba,11-05-2017,900056,0,ZM,29,-14.56,30.81,74.08,7.4
798,Cape Town,11-05-2017,3369157,0,ZA,77,-33.93,18.42,60.8,28.86
799,Xining,11-05-2017,1788852,0,CN,49,36.62,101.77,18.24,1.7
800,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
801,Jinchang,11-05-2017,1805733,8,CN,69,38.5,102.17,30.79,3.49
802,Puerto Ayora,11-05-2017,3652764,75,EC,68,-0.74,-90.35,71.6,18.34
803,Bambous Virieux,11-05-2017,1106677,40,MU,68,-20.34,57.76,71.6,5.82
804,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
805,Soanierana Ivongo,11-05-2017,1056386,92,MG,100,-16.92,49.58,73.18,8.97
806,Victoria,11-05-2017,6174041,75,CA,41,48.43,-123.37,40.98,6.93
807,Tiznit,11-05-2017,2527087,0,MA,78,29.58,-9.5,47.49,2.59
808,Tuatapere,11-05-2017,2180815,32,NZ,100,-46.13,167.68,48.97,16.24
809,Bluff,11-05-2017,2206939,36,NZ,100,-46.6,168.33,51.22,22.84
810,Dazhou,11-05-2017,1813325,0,CN,82,31.22,107.5,49.69,2.59
811,Ostrovnoy,11-05-2017,556268,64,RU,92,68.05,39.51,24.58,8.97
812,Souillac,11-05-2017,933995,40,MU,68,-20.52,57.52,71.6,5.82
813,Bethel,11-05-2017,5282297,90,US,93,41.37,-73.41,55.4,3.36
814,Atuona,11-05-2017,4020109,56,PF,100,-9.8,-139.03,80.29,13.0
815,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
816,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
817,Bilibino,11-05-2017,2126682,92,RU,66,68.05,166.44,33.67,10.65
818,Powiat d?bicki,11-05-2017,7530769,0,PL,66,50.0,21.35,48.2,8.05
819,Malayer,11-05-2017,125185,20,IR,81,34.3,48.82,44.6,2.24
820,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
821,Vaini,11-05-2017,4032243,75,TO,69,-21.2,-175.2,80.6,4.7
822,Antofagasta,11-05-2017,3899539,75,CL,67,-23.65,-70.4,60.8,11.41
823,Ilulissat,11-05-2017,3423146,8,GL,78,69.22,-51.1,17.6,5.82
824,Khatanga,11-05-2017,2022572,76,RU,62,71.97,102.5,0.69,6.73
825,Carnarvon,11-05-2017,2074865,0,AU,88,-24.87,113.63,74.22,11.77
826,Avarua,11-05-2017,4035715,90,CK,83,-21.21,-159.78,77.0,13.87
827,Black River,11-05-2017,3491355,40,JM,74,18.03,-77.85,80.6,3.36
828,Alofi,11-05-2017,4036284,48,NU,69,-19.06,-169.92,80.6,14.99
829,Horta (Angústias),11-05-2017,8013523,40,PT,82,38.53,-28.64,66.2,6.93
830,Alofi,11-05-2017,4036284,48,NU,69,-19.06,-169.92,80.6,14.99
831,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
832,Yellowknife,11-05-2017,6185377,75,CA,61,62.46,-114.35,12.2,8.05
833,Saint George,11-05-2017,5546220,1,US,32,37.1,-113.58,68.0,10.29
834,Barrow,11-05-2017,5880054,75,US,92,71.29,-156.79,28.4,6.93
835,Upernavik,11-05-2017,3418910,68,GL,100,72.79,-56.15,19.09,28.66
836,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
837,Krasnyy Bor,11-05-2017,541826,75,RU,93,59.68,30.67,41.0,6.71
838,Ponta do Sol,11-05-2017,2264557,75,PT,64,32.67,-17.1,68.0,18.34
839,Jensen Beach,11-05-2017,4160171,75,US,100,27.25,-80.23,76.33,3.36
840,Ayan,11-05-2017,2027316,0,RU,100,56.45,138.17,11.89,24.74
841,Mayya,11-05-2017,2020121,0,RU,74,61.73,130.28,-22.01,2.24
842,Mount Isa,11-05-2017,2065594,0,AU,40,-20.73,139.5,87.8,9.17
843,Carnarvon,11-05-2017,2074865,0,AU,88,-24.87,113.63,74.22,11.77
844,Vaini,11-05-2017,4032243,75,TO,69,-21.2,-175.2,80.6,4.7
845,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
846,Tiksi,11-05-2017,2015306,44,RU,74,71.69,128.87,-24.97,3.38
847,Kapaa,11-05-2017,5848280,40,US,65,22.08,-159.32,80.4,16.11
848,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
849,Dingle,11-05-2017,1714733,44,PH,90,11.0,122.67,81.19,3.71
850,Hermanus,11-05-2017,3366880,80,ZA,93,-34.42,19.23,54.6,4.16
851,Port Alfred,11-05-2017,964432,44,ZA,98,-33.59,26.89,63.51,16.58
852,Dingle,11-05-2017,1714733,44,PH,90,11.0,122.67,81.19,3.71
853,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
854,Djibouti,11-05-2017,223817,56,DJ,100,11.59,43.14,73.14,3.15
855,Kamina,11-05-2017,214614,8,CD,82,-8.74,24.99,65.76,2.71
856,Sosua,11-05-2017,3492627,75,DO,78,19.77,-70.52,82.4,8.05
857,Ristiina,11-05-2017,639248,90,FI,100,61.5,27.27,42.8,5.82
858,Isangel,11-05-2017,2136825,92,VU,100,-19.55,169.27,77.77,3.71
859,Vao,11-05-2017,2137773,32,NC,100,-22.67,167.48,73.77,17.81
860,Atocha,11-05-2017,3923570,64,BO,25,-20.93,-66.23,42.76,2.93
861,Barra Patuca,11-05-2017,3614835,68,HN,97,15.8,-84.28,79.71,15.57
862,Hermanus,11-05-2017,3366880,80,ZA,93,-34.42,19.23,54.6,4.16
863,Yellowknife,11-05-2017,6185377,75,CA,61,62.46,-114.35,12.2,8.05
864,Saskylakh,11-05-2017,2017155,64,RU,37,71.92,114.08,-2.92,5.5
865,Amparihy,11-05-2017,1078317,75,MG,94,-25.02,46.97,68.0,13.87
866,Hermanus,11-05-2017,3366880,80,ZA,93,-34.42,19.23,54.6,4.16
867,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
868,Punta Arenas,11-05-2017,3874787,0,CL,58,-53.15,-70.92,55.4,11.41
869,Bredasdorp,11-05-2017,1015776,8,ZA,59,-34.53,20.04,64.4,6.93
870,Kodiak,11-05-2017,5866583,90,US,86,57.79,-152.41,39.2,12.75
871,High Rock,11-05-2017,3572189,40,BS,83,26.62,-78.28,78.8,8.08
872,Svetlogorsk,11-05-2017,10722858,64,BY,98,52.63,29.73,41.14,10.98
873,Barenburg,11-05-2017,2952767,0,DE,86,52.62,8.8,41.49,4.7
874,Vaini,11-05-2017,4032243,75,TO,69,-21.2,-175.2,80.6,4.7
875,Barrow,11-05-2017,5880054,75,US,92,71.29,-156.79,28.4,6.93
876,Cabo San Lucas,11-05-2017,3985710,20,MX,45,22.89,-109.91,86.0,12.75
877,Butaritari,11-05-2017,2110227,88,KI,100,3.07,172.79,82.59,14.12
878,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
879,Mar del Plata,11-05-2017,3430863,0,AR,77,-38.0,-57.56,60.8,3.36
880,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
881,Thomasville,11-05-2017,4494942,90,US,93,35.88,-80.08,61.3,9.17
882,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
883,Ust-Nera,11-05-2017,2120048,88,RU,98,64.57,143.2,-11.56,2.48
884,Hilo,11-05-2017,5855927,90,US,69,19.73,-155.09,72.68,13.87
885,Dikson,11-05-2017,1507390,80,RU,100,73.51,80.55,22.56,17.81
886,Hilo,11-05-2017,5855927,90,US,69,19.73,-155.09,72.68,13.87
887,Ilo,11-05-2017,3938415,20,PE,100,-17.64,-71.34,56.49,3.04
888,Carnarvon,11-05-2017,2074865,0,AU,88,-24.87,113.63,74.22,11.77
889,Lasa,11-05-2017,3175096,90,IT,80,46.62,10.7,32.54,10.29
890,Puerto Gaitan,11-05-2017,3769976,80,CO,82,4.31,-72.08,77.19,5.73
891,Mar del Plata,11-05-2017,3430863,0,AR,77,-38.0,-57.56,60.8,3.36
892,Kieta,11-05-2017,2094027,64,PG,100,-6.22,155.63,79.71,3.71
893,Tuktoyaktuk,11-05-2017,6170031,90,CA,85,69.45,-133.04,14.0,10.29
894,East London,11-05-2017,1006984,8,ZA,100,-33.02,27.91,66.16,19.6
895,Pangody,11-05-2017,1495626,88,RU,89,65.85,74.49,29.71,13.22
896,Tutoia,11-05-2017,3385899,0,BR,69,-2.76,-42.27,82.4,19.46
897,Hasaki,11-05-2017,2112802,20,JP,87,35.73,140.83,42.01,4.7
898,Qaanaaq,11-05-2017,3831208,8,GL,100,77.48,-69.36,-6.74,8.08
899,Waris Aliganj,11-05-2017,1252930,0,IN,75,25.02,85.63,65.98,2.71
900,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
901,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
902,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
903,Cotoca,11-05-2017,3918937,75,BO,78,-17.82,-63.05,73.4,6.93
904,Paso de Carrasco,11-05-2017,3441292,0,UY,63,-34.86,-56.05,66.2,10.29
905,El Trompillo,11-05-2017,7020913,75,BO,78,-17.8,-63.17,73.4,6.93
906,Bluff,11-05-2017,2206939,36,NZ,100,-46.6,168.33,51.22,22.84
907,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
908,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
909,Waddan,11-05-2017,2209055,0,LY,65,29.16,16.14,48.52,2.48
910,Lorengau,11-05-2017,2092164,56,PG,100,-2.02,147.27,83.76,6.96
911,Bambous Virieux,11-05-2017,1106677,40,MU,68,-20.34,57.76,71.6,5.82
912,Polyarnyy,11-05-2017,506763,75,RU,100,69.2,33.45,32.0,4.5
913,Ushuaia,11-05-2017,3833367,0,AR,58,-54.8,-68.3,50.56,12.75
914,Harper,11-05-2017,2276492,76,LR,100,4.38,-7.72,77.82,6.17
915,Barenburg,11-05-2017,2952767,0,DE,86,52.62,8.8,41.49,4.7
916,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
917,Isangel,11-05-2017,2136825,92,VU,100,-19.55,169.27,77.77,3.71
918,Terrace Bay,11-05-2017,6162951,90,CA,100,48.78,-87.1,32.0,8.05
919,Kavaratti,11-05-2017,1267390,20,IN,100,10.57,72.64,79.84,3.38
920,Chernyshevskiy,11-05-2017,2025456,68,RU,100,63.01,112.47,4.69,6.06
921,Rikitea,11-05-2017,4030556,44,PF,100,-23.12,-134.97,74.67,12.55
922,Butaritari,11-05-2017,2110227,88,KI,100,3.07,172.79,82.59,14.12
923,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
924,Ypsonas,11-05-2017,145952,20,CY,82,34.69,32.96,58.05,3.36
925,Bluff,11-05-2017,2206939,36,NZ,100,-46.6,168.33,51.22,22.84
926,Castro,11-05-2017,3466704,76,BR,90,-24.79,-50.01,57.34,12.21
927,Cabo San Lucas,11-05-2017,3985710,20,MX,45,22.89,-109.91,86.0,12.75
928,Chokurdakh,11-05-2017,2126123,68,RU,84,70.63,147.92,20.76,6.17
929,Massakory,11-05-2017,2428228,0,TD,34,13.0,15.73,67.56,9.53
930,Thinadhoo,11-05-2017,1337610,64,MV,100,0.53,72.93,80.38,12.55
931,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
932,Meulaboh,11-05-2017,1214488,8,ID,100,4.14,96.13,77.68,5.61
933,Katsuura,11-05-2017,2112309,20,JP,58,35.13,140.3,53.6,5.82
934,Atuona,11-05-2017,4020109,56,PF,100,-9.8,-139.03,80.29,13.0
935,Yellowknife,11-05-2017,6185377,75,CA,61,62.46,-114.35,12.2,8.05
936,Amparihy,11-05-2017,1078317,75,MG,94,-25.02,46.97,68.0,13.87
937,Busselton,11-05-2017,2075265,0,AU,93,-33.65,115.33,65.71,22.28
938,Ostrovnoy,11-05-2017,556268,64,RU,92,68.05,39.51,24.58,8.97
939,Arraial do Cabo,11-05-2017,3471451,92,BR,100,-22.97,-42.03,71.61,13.0
940,Horta (Angústias),11-05-2017,8013523,40,PT,82,38.53,-28.64,66.2,6.93
941,Georgetown,11-05-2017,3378644,20,GY,83,6.8,-58.16,80.6,9.17
942,Ponta do Sol,11-05-2017,2264557,75,PT,64,32.67,-17.1,68.0,18.34
943,Crowley,11-05-2017,4321310,75,US,88,30.21,-92.37,79.83,9.17
944,Saint-Philippe,11-05-2017,935215,0,RE,49,-21.36,55.77,68.0,8.05
945,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
946,Cabo San Lucas,11-05-2017,3985710,20,MX,45,22.89,-109.91,86.0,12.75
947,Lompoc,11-05-2017,5367788,1,US,51,34.64,-120.46,63.59,11.41
948,Maldonado,11-05-2017,3441894,0,UY,63,-34.9,-54.95,64.4,6.93
949,Boa Vista,11-05-2017,3664980,40,BR,52,2.82,-60.67,89.6,4.7
950,Trinidad,11-05-2017,3534915,20,CU,74,21.8,-79.98,82.4,3.36
951,Makubetsu,11-05-2017,2129324,0,JP,96,45.37,141.82,50.59,28.21
952,Dikson,11-05-2017,1507390,80,RU,100,73.51,80.55,22.56,17.81
953,Kruisfontein,11-05-2017,986717,100,ZA,99,-34.0,24.73,61.17,20.04
954,Mathura,11-05-2017,1263364,0,IN,81,27.5,77.68,61.26,2.71
955,Gibson,11-05-2017,4197055,1,US,77,33.23,-82.6,72.09,3.71
956,Albany,11-05-2017,5106834,90,US,81,42.65,-73.76,53.26,14.99
957,Prosperidad,11-05-2017,1692746,64,PH,100,10.52,123.31,81.06,5.5
958,Cape Town,11-05-2017,3369157,0,ZA,77,-33.93,18.42,60.8,28.86
959,Severo-Kurilsk,11-05-2017,2121385,80,RU,100,50.68,156.12,34.26,17.02
960,Bethel,11-05-2017,5282297,90,US,93,41.37,-73.41,55.4,3.36
961,Castro,11-05-2017,3466704,76,BR,90,-24.79,-50.01,57.34,12.21
